"SiparisDetayID","SiparisID","UrunID","Adet","Fiyat"
"1623","92","63","5","8245.55"
"1624","121","126","4","3369.31"
"1625","242","244","3","7293.66"
"1626","132","90","5","9959.74"
"1627","217","155","2","2366.68"
"1628","87","243","3","5674.3"
"1629","157","165","2","2357.34"
"1630","189","42","5","802.74"
"1631","39","179","3","7116.97"
"1632","48","148","3","5421.73"
"1633","231","112","3","3317.09"
"1634","71","38","2","6345.23"
"1635","246","100","5","923.24"
"1636","65","32","5","1832.16"
"1637","67","104","2","2917.15"
"1638","81","240","5","2928.38"
"1639","175","217","2","5876.74"
"1640","232","186","1","2593.27"
"1641","43","170","5","4150.65"
"1642","194","118","3","7704.65"
"1643","93","141","3","6312.49"
"1644","146","83","1","3317.09"
"1645","41","250","1","4381.29"
"1646","94","58","2","7590.72"
"1647","194","69","5","9877.34"
"1648","148","241","1","7413.4"
"1649","82","219","3","1308.45"
"1650","205","194","1","935.63"
"1651","200","87","4","8780.7"
"1652","29","148","4","4381.66"
"1653","205","75","5","3714.93"
"1654","40","5","2","788.45"
"1655","182","197","2","9314.48"
"1656","195","96","1","7531.84"
"1657","127","211","5","6807.95"
"1658","32","61","2","1868.25"
"1659","63","27","5","2554.45"
"1660","94","90","5","2219.46"
"1661","187","170","2","1619.74"
"1662","92","5","2","2219.46"
"1663","203","66","2","4005.32"
"1664","79","248","2","3056.89"
"1665","61","133","1","6378.49"
"1666","61","39","3","5998.88"
"1667","103","176","3","3359.43"
"1668","10","73","3","5520.54"
"1669","46","248","4","1930.01"
"1670","188","89","5","2900.7"
"1671","54","55","5","8383.47"
"1672","4","118","5","9877.34"
"1673","227","198","3","5876.74"
"1674","124","59","1","850.62"
"1675","173","131","3","4078.4"
"1676","34","193","4","243.65"
"1677","171","117","2","9602.36"
"1678","189","248","1","4853.26"
"1679","208","48","3","623.12"
"1680","23","81","5","895.73"
"1681","227","160","1","6992.92"
"1682","196","152","1","3416.82"
"1683","207","33","5","8245.55"
"1684","78","13","5","3787.61"
"1685","150","102","2","9602.36"
"1686","42","214","5","9655.56"
"1687","216","77","3","6597.24"
"1688","31","113","2","2357.34"
"1689","173","105","3","3416.82"
"1690","111","135","5","4005.32"
"1691","77","158","1","4021.52"
"1692","100","53","5","6624.09"
"1693","180","128","4","817.19"
"1694","132","21","3","9246.01"
"1695","136","97","2","7293.66"
"1696","51","52","2","395.17"
"1697","123","176","4","243.65"
"1698","60","18","1","4103.75"
"1699","180","131","5","1868.25"
"1700","143","97","1","540.54"
"1701","94","39","1","2118.94"
"1702","136","69","1","9918.03"
"1703","242","56","5","3612.93"
"1704","121","148","5","802.74"
"1705","61","203","2","487.71"
"1706","192","148","5","6312.49"
"1707","21","115","4","1002.48"
"1708","59","118","5","9633.08"
"1709","103","236","3","8927.21"
"1710","122","88","4","9789.95"
"1711","240","153","4","9274.31"
"1712","129","90","1","4853.26"
"1713","34","153","1","4150.65"
"1714","12","223","3","5200.76"
"1715","137","208","4","7531.84"
"1716","127","200","4","7573.36"
"1717","91","30","5","8276.27"
"1718","125","179","5","9877.34"
"1719","134","16","2","8898.02"
"1720","179","85","4","6992.92"
"1721","195","77","2","3612.93"
"1722","188","159","2","8773.08"
"1723","6","61","4","9951.53"
"1724","149","3","2","9959.74"
"1725","89","152","3","2795.17"
"1726","243","74","5","4784.01"
"1727","106","189","2","6312.49"
"1728","164","105","2","7573.36"
"1729","216","225","4","7413.4"
"1730","199","85","4","5198.87"
"1731","111","211","5","8773.08"
"1732","133","30","3","1376.32"
"1733","170","246","5","4603.14"
"1734","90","12","4","9333.48"
"1735","179","22","2","2917.15"
"1736","156","58","1","343.56"
"1737","238","134","2","7213.8"
"1738","42","130","4","5121.04"
"1739","135","173","3","2877.0"
"1740","13","4","5","5875.8"
"1741","35","96","3","8015.49"
"1742","242","231","5","2066.48"
"1743","214","176","5","741.97"
"1744","119","4","5","623.12"
"1745","232","149","1","9246.01"
"1746","241","235","5","817.19"
"1747","201","169","4","5938.5"
"1748","13","99","3","6597.24"
"1749","97","188","5","798.93"
"1750","20","63","1","7585.56"
"1751","73","23","5","6258.58"
"1752","141","103","4","3714.93"
"1753","188","58","1","3350.47"
"1754","7","147","4","817.19"
"1755","167","236","5","623.12"
"1756","194","222","4","8898.02"
"1757","210","93","2","2554.45"
"1758","164","62","3","2366.68"
"1759","219","145","3","4323.09"
"1760","102","197","1","2731.93"
"1761","216","236","5","3416.82"
"1762","22","189","3","5520.54"
"1763","157","156","3","752.59"
"1764","199","64","5","752.59"
"1765","36","31","4","6395.44"
"1766","79","206","2","1868.25"
"1767","36","18","4","3370.73"
"1768","3","131","5","9246.01"
"1769","244","185","2","332.23"
"1770","12","4","2","9870.59"
"1771","104","88","5","9246.01"
"1772","9","10","5","8192.89"
"1773","161","207","4","3760.41"
"1774","102","42","1","8279.73"
"1775","6","88","3","9101.74"
"1776","158","54","5","9314.48"
"1777","101","56","2","3861.99"
"1778","45","61","5","395.17"
"1779","244","186","1","5421.73"
"1780","86","8","3","5187.51"
"1781","76","174","1","1619.74"
"1782","27","123","2","935.63"
"1783","16","191","1","7293.66"
"1784","109","2","1","5747.57"
"1785","160","17","3","8705.35"
"1786","231","142","4","9951.53"
"1787","59","88","2","3600.83"
"1788","128","3","1","5882.15"
"1789","100","9","1","5998.88"
"1790","59","17","3","3522.91"
"1791","247","25","5","3760.41"
"1792","197","148","1","6191.38"
"1793","78","53","4","4381.29"
"1794","249","91","2","610.54"
"1795","80","141","5","3210.55"
"1796","184","142","2","6258.58"
"1797","85","11","5","6500.52"
"1798","247","247","2","6792.45"
"1799","48","72","1","3056.89"
"1800","86","190","5","767.03"
"1801","61","16","4","6312.49"
"1802","38","162","4","7861.64"
"1803","145","109","4","395.17"
"1804","153","140","5","1284.05"
"1805","11","120","3","2339.73"
"1806","217","25","3","6792.45"
"1807","207","57","1","2408.33"
"1808","212","137","2","6395.44"
"1809","132","173","1","6836.41"
"1810","70","103","3","4168.47"
"1811","119","242","4","5421.73"
"1812","201","106","2","8279.73"
"1813","219","149","4","8927.21"
"1814","112","157","3","2030.08"
"1815","239","147","3","788.45"
"1816","190","59","1","895.73"
"1817","143","146","3","1930.01"
"1818","175","121","5","7318.35"
"1819","189","78","3","5048.9"
"1820","219","79","3","7290.83"
"1821","55","241","4","390.21"
"1822","66","201","2","6624.09"
"1823","114","10","1","243.65"
"1824","141","47","2","6643.91"
"1825","155","121","4","343.56"
"1826","117","240","3","667.26"
"1827","238","4","3","6209.07"
"1828","111","197","2","5747.57"
"1829","222","61","4","2705.63"
"1830","195","131","4","9246.01"
"1831","111","93","2","3416.82"
"1832","29","207","5","752.59"
"1833","64","65","3","4225.21"
"1834","27","2","4","3370.73"
"1835","176","219","4","3522.91"
"1836","11","179","2","6836.41"
"1837","73","119","1","623.12"
"1838","52","128","5","6098.94"
"1839","242","245","2","5649.6"
"1840","132","241","1","7652.6"
"1841","247","188","3","2393.69"
"1842","79","110","3","9534.79"
"1843","11","4","5","1944.53"
"1844","177","58","1","2750.84"
"1845","26","38","1","8064.65"
"1846","234","174","3","3056.89"
"1847","85","20","2","3210.55"
"1848","159","81","4","1944.53"
"1849","134","194","4","243.65"
"1850","53","200","1","5876.74"
"1851","43","40","1","8064.65"
"1852","212","44","1","9274.31"
"1853","39","201","5","9633.08"
"1854","126","83","4","6209.07"
"1855","49","184","3","6531.36"
"1856","54","83","1","4005.32"
"1857","170","228","1","2363.48"
"1858","97","133","2","6258.58"
"1859","120","84","4","7678.67"
"1860","234","161","1","1691.18"
"1861","216","9","2","1964.67"
"1862","153","234","3","9246.01"
"1863","190","191","3","1619.74"
"1864","76","121","3","6395.44"
"1865","225","49","5","4021.52"
"1866","103","24","3","1240.46"
"1867","196","3","2","6098.94"
"1868","208","146","5","3612.93"
"1869","180","163","5","1603.85"
"1870","208","188","2","6597.24"
"1871","62","232","4","343.56"
"1872","101","112","5","6792.45"
"1873","205","91","5","6395.44"
"1874","191","184","1","3317.09"
"1875","200","248","3","8773.08"
"1876","238","180","4","2363.48"
"1877","115","248","2","6098.94"
"1878","90","114","1","9246.01"
"1879","218","202","1","2795.17"
"1880","123","237","4","7413.4"
"1881","12","196","4","4759.83"
"1882","57","112","4","7678.67"
"1883","129","206","2","1619.74"
"1884","191","90","3","1964.67"
"1885","209","18","5","3000.73"
"1886","87","56","2","7704.65"
"1887","9","104","2","667.26"
"1888","80","167","4","9951.53"
"1889","229","8","2","3600.83"
"1890","27","116","2","4691.98"
"1891","220","66","4","7531.84"
"1892","58","52","1","5537.03"
"1893","88","95","4","6098.94"
"1894","54","83","3","7888.03"
"1895","180","78","2","4268.07"
"1896","142","189","1","752.59"
"1897","106","98","2","7573.36"
"1898","193","162","3","2928.38"
"1899","181","64","3","2484.16"
"1900","226","5","2","4046.54"
"1901","246","170","5","2648.53"
"1902","75","126","5","1045.58"
"1903","250","175","1","2066.48"
"1904","105","59","4","2393.69"
"1905","74","173","2","2900.7"
"1906","182","111","3","117.19"
"1907","246","191","2","1944.53"
"1908","169","96","5","1958.48"
"1909","16","219","2","6073.61"
"1910","134","88","2","7290.83"
"1911","188","16","4","9789.95"
"1912","63","52","2","9373.55"
"1913","72","51","3","4323.09"
"1914","186","236","5","5938.5"
"1915","162","164","3","7652.6"
"1916","11","160","5","8064.65"
"1917","238","167","2","8841.16"
"1918","14","39","4","8898.02"
"1919","99","79","2","9534.79"
"1920","228","80","4","1964.67"
"1921","126","211","2","5998.88"
"1922","222","231","5","9870.59"
"1923","74","170","3","6792.45"
"1924","11","10","5","117.19"
"1925","109","118","3","7762.99"
"1926","228","192","1","3683.76"
"1927","133","138","5","6345.23"
"1928","146","101","5","1691.18"
"1929","59","182","3","9633.08"
"1930","166","67","4","9235.12"
"1931","14","93","2","3370.73"
"1932","119","200","3","5537.03"
"1933","117","99","1","8192.89"
"1934","190","207","3","487.71"
"1935","145","143","1","332.23"
"1936","97","212","2","5998.88"
"1937","199","127","1","8714.13"
"1938","210","190","3","1868.25"
"1939","150","66","2","3522.91"
"1940","193","78","4","2233.44"
"1941","50","149","4","5649.6"
"1942","157","164","2","4103.75"
"1943","103","16","2","5998.88"
"1944","110","143","1","7377.15"
"1945","246","5","1","4021.52"
"1946","7","44","4","7116.97"
"1947","133","73","4","3369.31"
"1948","90","66","3","623.12"
"1949","118","174","5","2273.83"
"1950","57","167","2","6191.38"
"1951","77","191","3","2651.16"
"1952","184","17","5","6624.09"
"1953","228","29","1","9101.74"
"1954","44","1","5","8705.35"
"1955","196","239","4","6807.95"
"1956","233","37","1","1944.53"
"1957","243","1","2","7652.6"
"1958","203","116","1","2219.46"
"1959","116","227","4","7377.15"
"1960","182","26","3","5875.8"
"1961","67","208","1","3714.93"
"1962","72","104","1","923.24"
"1963","69","94","2","4332.0"
"1964","115","171","3","3861.99"
"1965","45","84","2","2877.0"
"1966","26","133","4","2795.17"
"1967","201","212","5","1620.81"
"1968","198","37","1","2554.45"
"1969","249","96","4","8064.65"
"1970","68","235","2","7377.15"
"1971","157","153","3","4225.21"
"1972","37","181","1","9959.74"
"1973","98","43","4","5310.01"
"1974","212","56","3","4005.32"
"1975","33","240","2","5674.3"
"1976","63","75","2","2917.15"
"1977","196","97","4","1412.28"
"1978","96","230","3","6268.58"
"1979","43","214","5","2750.84"
"1980","22","127","1","1806.01"
"1981","149","100","5","7293.66"
"1982","169","71","5","7678.67"
"1983","226","127","3","5694.03"
"1984","83","210","2","3493.51"
"1985","72","15","5","6902.07"
"1986","115","210","3","1619.74"
"1987","125","41","3","6191.38"
"1988","116","64","1","9235.12"
"1989","144","210","4","7293.66"
"1990","85","24","5","2030.08"
"1991","117","55","2","1260.87"
"1992","28","231","4","9918.03"
"1993","77","224","1","4168.47"
"1994","15","102","5","9101.74"
"1995","112","186","1","7652.6"
"1996","119","119","4","2233.44"
"1997","238","131","1","752.59"
"1998","227","87","5","767.03"
"1999","28","215","1","1308.45"
"2000","195","61","1","9281.77"
"2001","31","231","5","8990.96"
"2002","4","160","5","9870.59"
"2003","31","224","4","3370.73"
"2004","84","217","2","5267.8"
"2005","200","217","3","7318.35"
"2006","78","173","3","2877.0"
"2007","121","57","4","741.97"
"2008","171","190","1","3321.93"
"2009","27","126","2","6531.36"
"2010","187","175","3","5747.57"
"2011","176","216","4","342.76"
"2012","245","212","4","1058.54"
"2013","123","71","5","7531.84"
"2014","70","168","2","5198.87"
"2015","244","129","3","667.26"
"2016","170","194","3","6523.86"
"2017","124","149","3","8752.32"
"2018","183","105","3","7590.72"
"2019","200","99","4","9333.48"
"2020","114","180","1","117.19"
"2021","94","29","1","2980.08"
"2022","20","204","3","7293.66"
"2023","240","130","3","9959.74"
"2024","233","84","2","5421.73"
"2025","222","101","4","8820.17"
"2026","149","183","4","8820.17"
"2027","234","145","2","9959.74"
"2028","182","97","3","5048.9"
"2029","190","228","3","5200.76"
"2030","4","226","3","5376.0"
"2031","205","75","1","9235.12"
"2032","250","4","3","5121.04"
"2033","87","175","3","6640.52"
"2034","176","209","5","5421.73"
"2035","19","82","5","9602.36"
"2036","178","2","3","1619.74"
"2037","211","16","4","7573.36"
"2038","91","238","1","8705.35"
"2039","52","182","3","3369.31"
"2040","114","183","4","4784.01"
"2041","90","178","3","4381.66"
"2042","107","30","2","390.21"
"2043","154","202","1","8820.17"
"2044","122","173","2","8780.7"
"2045","247","188","3","8322.54"
"2046","40","134","4","1308.45"
"2047","105","240","1","8274.0"
"2048","57","130","4","2366.68"
"2049","188","122","5","551.18"
"2050","124","224","3","5537.03"
"2051","203","174","3","342.76"
"2052","211","178","1","2750.84"
"2053","183","195","2","8192.89"
"2054","60","47","1","1930.01"
"2055","71","79","3","6636.82"
"2056","75","24","5","3683.76"
"2057","102","86","2","3946.18"
"2058","98","94","1","4195.2"
"2059","31","78","3","8322.54"
"2060","150","126","5","1930.01"
"2061","94","106","4","7573.36"
"2062","162","99","3","2750.84"
"2063","206","183","2","4140.82"
"2064","161","133","1","7573.36"
"2065","218","25","5","9274.31"
"2066","250","52","4","3359.43"
"2067","149","103","2","2066.48"
"2068","19","128","4","5694.03"
"2069","9","216","3","1832.16"
"2070","170","92","3","6395.44"
"2071","87","66","5","5310.01"
"2072","203","151","4","767.03"
"2073","161","141","4","2900.7"
"2074","128","43","3","860.86"
"2075","155","25","2","8714.13"
"2076","132","4","3","767.03"
"2077","38","45","4","5267.8"
"2078","160","166","2","9850.45"
"2079","101","150","2","5198.87"
"2080","91","204","1","9951.53"
"2081","231","152","4","9633.08"
"2082","9","146","4","5048.9"
"2083","210","84","1","923.24"
"2084","87","45","5","6523.86"
"2085","246","39","1","4046.54"
"2086","101","33","3","1691.18"
"2087","42","118","2","8714.13"
"2088","47","176","4","817.19"
"2089","227","69","1","9959.74"
"2090","170","68","4","3000.73"
"2091","55","28","1","1832.16"
"2092","127","236","5","5968.04"
"2093","181","27","3","3369.31"
"2094","51","101","1","3861.99"
"2095","20","152","4","716.9"
"2096","137","104","5","3653.17"
"2097","52","176","5","7585.56"
"2098","197","38","5","4139.24"
"2099","237","216","1","1930.01"
"2100","94","160","1","4150.65"
"2101","177","129","1","895.73"
"2102","41","178","4","6312.49"
"2103","117","209","1","4332.0"
"2104","35","249","2","6191.38"
"2105","133","187","3","7213.8"
"2106","225","120","1","9959.74"
"2107","227","121","5","9655.56"
"2108","245","155","1","5187.51"
"2109","77","160","3","623.12"
"2110","99","86","3","7684.3"
"2111","154","185","1","4999.8"
"2112","77","192","4","7213.8"
"2113","124","186","5","4124.18"
"2114","93","218","1","1564.64"
"2115","38","87","5","9235.12"
"2116","29","19","3","4999.8"
"2117","214","175","4","9602.36"
"2118","4","60","1","9274.31"
"2119","192","172","4","2750.84"
"2120","192","227","2","9246.01"
"2121","139","13","4","5421.73"
"2122","250","28","2","8322.54"
"2123","188","70","1","9101.74"
"2124","60","60","1","8990.96"
"2125","184","237","3","5976.58"
"2126","239","250","4","2357.34"
"2127","231","95","3","2233.44"
"2128","27","243","1","3683.76"
"2129","234","210","3","3946.18"
"2130","76","61","1","6640.52"
"2131","86","127","4","1603.85"
"2132","17","102","5","3600.83"
"2133","117","189","3","8714.13"
"2134","78","88","3","1552.44"
"2135","58","8","3","3946.18"
"2136","211","54","1","8927.21"
"2137","245","61","1","4759.83"
"2138","93","9","2","2750.84"
"2139","47","218","5","4046.54"
"2140","96","190","3","5267.8"
"2141","23","204","2","5200.76"
"2142","217","125","5","2108.39"
"2143","17","39","1","1603.85"
"2144","98","86","3","6395.44"
"2145","28","101","4","4268.07"
"2146","208","204","1","5855.12"
"2147","243","104","3","5938.5"
"2148","109","120","1","850.62"
"2149","51","58","4","6073.61"
"2150","241","148","2","9877.34"
"2151","242","218","3","395.17"
"2152","42","169","3","1412.28"
"2153","58","68","3","5777.69"
"2154","5","67","1","923.24"
"2155","160","197","2","716.9"
"2156","168","87","2","395.17"
"2157","231","68","1","2795.17"
"2158","53","159","3","8064.65"
"2159","244","67","4","395.17"
"2160","50","47","5","4759.83"
"2161","15","211","2","7888.03"
"2162","87","101","1","4691.98"
"2163","48","72","4","5938.5"
"2164","102","75","4","5187.51"
"2165","65","34","2","788.45"
"2166","105","137","4","7704.65"
"2167","119","90","4","7861.64"
"2168","130","134","4","4603.14"
"2169","156","142","3","7413.4"
"2170","130","154","2","6836.41"
"2171","176","69","4","5855.12"
"2172","238","83","4","2928.38"
"2173","78","107","3","923.24"
"2174","35","113","3","2651.16"
"2175","27","228","3","5968.04"
"2176","94","107","3","7684.3"
"2177","161","71","2","5968.04"
"2178","164","120","2","3612.93"
"2179","7","209","3","4124.18"
"2180","10","60","3","9959.74"
"2181","194","99","5","8245.55"
"2182","20","90","1","4603.14"
"2183","135","143","3","7607.42"
"2184","103","65","4","4140.82"
"2185","27","114","2","1944.53"
"2186","73","191","2","4021.52"
"2187","185","118","3","8990.96"
"2188","38","203","5","5875.8"
"2189","20","32","3","3260.1"
"2190","210","82","4","1832.16"
"2191","151","118","3","5310.01"
"2192","108","141","2","3210.55"
"2193","2","103","3","1284.05"
"2194","39","165","4","4759.83"
"2195","187","71","1","117.19"
"2196","10","9","5","5875.8"
"2197","71","239","1","7704.65"
"2198","61","28","1","767.03"
"2199","184","27","4","4078.4"
"2200","8","193","3","5938.5"
"2201","245","20","4","9534.79"
"2202","240","201","5","4603.14"
"2203","177","184","3","5200.76"
"2204","123","147","3","8780.7"
"2205","115","123","1","3522.91"
"2206","153","128","5","8927.21"
"2207","11","54","1","5074.91"
"2208","167","236","4","2795.17"
"2209","231","52","4","3946.18"
"2210","153","123","1","5717.45"
"2211","216","48","3","4381.29"
"2212","12","226","1","8773.08"
"2213","220","150","5","7607.42"
"2214","224","111","3","2648.53"
"2215","211","232","5","8752.32"
"2216","37","185","5","3210.55"
"2217","37","130","3","741.97"
"2218","81","199","1","2495.79"
"2219","76","209","5","9918.03"
"2220","60","96","2","3683.76"
"2221","157","247","3","4323.09"
"2222","250","152","2","2928.38"
"2223","52","191","1","1284.05"
"2224","144","176","4","3517.4"
"2225","234","80","2","7590.72"
"2226","178","219","4","752.59"
"2227","176","225","2","8943.11"
"2228","199","45","5","1240.46"
"2229","159","70","4","741.97"
"2230","229","203","3","2066.48"
"2231","226","4","1","4759.83"
"2232","72","113","3","741.97"
"2233","67","18","3","4991.36"
"2234","226","35","4","895.73"
"2235","101","34","1","5777.69"
"2236","22","223","4","4005.32"
"2237","208","227","2","9215.84"
"2238","222","175","4","2366.68"
"2239","241","157","1","6258.58"
"2240","39","77","5","6807.95"
"2241","155","9","1","8990.96"
"2242","105","114","4","2118.94"
"2243","140","167","4","5187.51"
"2244","118","75","1","9602.36"
"2245","50","114","3","6312.49"
"2246","69","175","5","8279.73"
"2247","89","185","2","6640.52"
"2248","150","32","3","3946.18"
"2249","141","169","2","1964.67"
"2250","17","138","2","9274.31"
"2251","155","85","1","3714.93"
"2252","218","132","5","9333.48"
"2253","219","156","2","8064.65"
"2254","248","146","3","1806.01"
"2255","77","112","1","4078.4"
"2256","46","72","1","3210.55"
"2257","74","185","1","7590.72"
"2258","182","86","3","2484.16"
"2259","80","70","5","6902.07"
"2260","106","189","4","2357.34"
"2261","11","44","2","667.26"
"2262","207","18","4","2030.08"
"2263","160","225","3","8714.13"
"2264","138","38","4","5570.55"
"2265","158","103","2","1564.64"
"2266","10","168","5","2651.16"
"2267","52","192","2","4140.82"
"2268","51","221","5","9633.08"
"2269","169","136","3","9635.82"
"2270","53","6","4","860.86"
"2271","8","25","3","8383.47"
"2272","86","58","2","5570.55"
"2273","49","96","3","551.18"
"2274","3","248","1","6624.09"
"2275","26","192","5","9877.34"
"2276","76","241","2","2554.45"
"2277","42","104","5","5421.73"
"2278","196","230","1","9789.95"
"2279","91","29","5","4323.09"
"2280","157","229","5","6191.38"
"2281","2","30","5","5674.3"
"2282","33","193","4","2108.39"
"2283","170","184","4","7573.36"
"2284","182","182","4","1564.64"
"2285","230","142","1","3210.55"
"2286","87","240","5","7652.6"
"2287","92","73","1","5198.87"
"2288","150","226","4","5938.5"
"2289","175","177","4","3946.18"
"2290","230","39","2","1930.01"
"2291","74","28","2","5198.87"
"2292","123","109","2","8820.17"
"2293","46","170","4","623.12"
"2294","233","33","4","2554.45"
"2295","155","114","5","8943.11"
"2296","58","71","5","4332.0"
"2297","136","109","5","7213.8"
"2298","17","139","3","7762.99"
"2299","23","181","2","4046.54"
"2300","16","17","2","6378.49"
"2301","107","52","2","2495.79"
"2302","106","74","3","7652.6"
"2303","37","166","2","4991.36"
"2304","223","210","4","1964.67"
"2305","118","208","2","9870.59"
"2306","15","91","3","7678.67"
"2307","75","199","2","5882.15"
"2308","172","95","2","5376.0"
"2309","34","125","5","6312.49"
"2310","18","150","2","4046.54"
"2311","102","77","5","7678.67"
"2312","122","213","1","6191.38"
"2313","68","53","1","9215.84"
"2314","237","100","2","9281.77"
"2315","10","10","5","1691.18"
"2316","65","156","4","4140.82"
"2317","218","16","1","4140.82"
"2318","241","89","4","8780.7"
"2319","179","67","2","1944.53"
"2320","154","47","1","5876.74"
"2321","43","5","5","2795.17"
"2322","58","92","3","8032.75"
"2323","50","188","3","7413.4"
"2324","185","27","4","6098.94"
"2325","200","143","3","4381.29"
"2326","201","88","1","4784.01"
"2327","68","69","2","935.63"
"2328","181","73","5","5968.04"
"2329","222","245","1","7678.67"
"2330","139","172","2","923.24"
"2331","50","148","4","4381.29"
"2332","32","156","5","5674.3"
"2333","222","147","4","923.24"
"2334","39","220","3","716.9"
"2335","179","248","1","9281.77"
"2336","38","155","1","4784.01"
"2337","197","83","2","6378.49"
"2338","7","51","1","2233.44"
"2339","174","62","5","9635.82"
"2340","34","224","4","5520.54"
"2341","131","129","3","798.93"
"2342","62","222","5","752.59"
"2343","5","47","4","5187.51"
"2344","98","117","3","2705.63"
"2345","55","120","1","3000.73"
"2346","3","216","1","1058.54"
"2347","52","198","3","2363.48"
"2348","221","219","1","7652.6"
"2349","43","74","2","3946.18"
"2350","154","174","1","2495.79"
"2351","19","157","5","716.9"
"2352","196","29","4","6531.36"
"2353","62","49","4","7116.97"
"2354","1","179","4","7413.4"
"2355","71","186","1","6345.23"
"2356","195","113","5","2705.63"
"2357","38","149","1","4150.65"
"2358","110","184","2","395.17"
"2359","10","164","4","3370.73"
"2360","243","227","3","4124.18"
"2361","172","166","2","6597.24"
"2362","117","158","1","7213.8"
"2363","44","163","4","895.73"
"2364","204","163","4","1868.25"
"2365","238","231","1","6597.24"
"2366","71","20","2","716.9"
"2367","198","194","3","3260.1"
"2368","10","226","4","8820.17"
"2369","151","155","1","6902.07"
"2370","10","173","2","5694.03"
"2371","56","155","4","767.03"
"2372","158","250","3","8752.32"
"2373","84","72","5","2066.48"
"2374","203","27","5","8752.32"
"2375","86","46","1","6640.52"
"2376","50","81","5","2651.16"
"2377","46","63","4","5187.51"
"2378","125","187","4","8714.13"
"2379","46","144","2","3260.1"
"2380","110","234","1","1619.74"
"2381","249","20","5","3861.99"
"2382","28","131","5","7686.94"
"2383","17","37","4","9850.45"
"2384","40","40","3","9655.56"
"2385","178","121","4","9850.45"
"2386","219","45","1","2731.93"
"2387","63","107","3","9850.45"
"2388","171","196","3","7318.35"
"2389","37","27","5","817.19"
"2390","139","48","4","3260.1"
"2391","86","131","2","8064.65"
"2392","177","238","4","7318.35"
"2393","239","55","1","2495.79"
"2394","71","240","1","7531.84"
"2395","29","51","2","540.54"
"2396","105","141","4","117.19"
"2397","11","61","2","1930.01"
"2398","136","157","4","1868.25"
"2399","5","166","2","8898.02"
"2400","83","63","5","2233.44"
"2401","56","209","4","9918.03"
"2402","1","56","5","2393.69"
"2403","19","184","1","7213.8"
"2404","41","170","1","5200.76"
"2405","98","81","1","798.93"
"2406","54","62","5","8274.0"
"2407","109","222","4","5694.03"
"2408","84","163","2","1535.84"
"2409","185","156","1","2795.17"
"2410","200","229","3","4195.2"
"2411","235","245","1","4195.2"
"2412","132","16","2","6792.45"
"2413","64","189","1","8015.49"
"2414","117","65","3","6258.58"
"2415","180","149","3","3317.09"
"2416","236","200","3","3787.61"
"2417","156","185","5","5421.73"
"2418","107","191","1","540.54"
"2419","243","97","2","9789.95"
"2420","238","82","4","6836.41"
"2421","11","220","1","8752.32"
"2422","184","14","5","6531.36"
"2423","206","208","5","5976.58"
"2424","184","47","1","8969.4"
"2425","106","22","4","7410.31"
"2426","128","226","2","5198.87"
"2427","168","201","1","4323.09"
"2428","72","185","3","3683.76"
"2429","92","6","2","7377.15"
"2430","245","91","1","3612.93"
"2431","25","105","1","4980.31"
"2432","244","68","3","4323.09"
"2433","176","36","3","8714.13"
"2434","139","83","5","9314.48"
"2435","77","81","1","3359.43"
"2436","121","164","3","4139.24"
"2437","248","5","2","1308.45"
"2438","85","3","2","2750.84"
"2439","8","137","3","1080.52"
"2440","178","139","5","9274.31"
"2441","116","242","1","4784.01"
"2442","237","70","2","4103.75"
"2443","206","163","3","1412.28"
"2444","146","18","4","7686.94"
"2445","49","112","5","6643.91"
"2446","124","66","1","4853.26"
"2447","175","206","3","8322.54"
"2448","9","238","1","5198.87"
"2449","222","239","4","9602.36"
"2450","111","241","1","9274.31"
"2451","200","201","2","4980.31"
"2452","244","239","4","7888.03"
"2453","147","122","3","7413.4"
"2454","149","5","3","3522.91"
"2455","94","88","5","2030.08"
"2456","75","12","2","3861.99"
"2457","11","36","3","9215.84"
"2458","191","124","3","343.56"
"2459","142","20","2","9789.95"
"2460","124","238","4","6624.09"
"2461","71","174","1","1240.46"
"2462","66","150","3","6597.24"
"2463","218","238","5","6807.95"
"2464","33","99","3","9870.59"
"2465","82","116","5","4150.65"
"2466","127","15","5","9635.82"
"2467","39","195","3","4139.24"
"2468","165","130","3","6110.45"
"2469","1","214","4","5875.8"
"2470","134","101","4","5310.01"
"2471","117","81","4","2357.34"
"2472","236","9","5","1308.45"
"2473","103","62","5","9959.74"
"2474","207","164","5","5267.8"
"2475","21","53","2","2750.84"
"2476","156","192","2","4980.31"
"2477","1","115","4","2366.68"
"2478","24","236","4","9635.82"
"2479","243","152","5","7573.36"
"2480","140","115","5","8032.75"
"2481","13","141","1","2233.44"
"2482","14","142","3","1240.46"
"2483","243","92","1","9602.36"
"2484","220","123","1","1552.44"
"2485","90","44","2","9737.03"
"2486","75","166","1","7293.66"
"2487","220","155","2","9373.55"
"2488","94","18","3","5747.57"
"2489","15","229","2","9737.03"
"2490","103","163","2","8279.73"
"2491","66","37","2","8820.17"
"2492","157","200","5","4381.66"
"2493","193","156","2","7413.4"
"2494","200","12","1","8064.65"
"2495","12","56","4","7290.83"
"2496","115","101","4","3056.89"
"2497","199","21","5","8752.32"
"2498","93","38","4","1284.05"
"2499","137","142","4","8383.47"
"2500","70","72","4","3612.93"
"2501","185","178","5","117.19"
